matrix,Adaptive-rt
n4c5-b8.mtx,43.8449
S20PI_n_E.mtx,34.4999
adder_dcop_58.mtx,183.82
watt_2.mtx,54.5281
adder_dcop_17.mtx,181.281
qh1484.mtx,37.5027
stat96v5.mtx,255.84
west2021.mtx,41.9979
small_A_08.mtx,40.9864
ODLIS.mtx,60.27
S20PI_n.mtx,34.9138
plddb_A_02.mtx,48.1282
lpi_cplex1.mtx,115.373
pores_3.mtx,36.3491
M40PI_n.mtx,36.7293
S40PI_n1.mtx,36.5212
fs_680_3.mtx,37.8707
extr1b_A_22.mtx,46.846
plddb.mtx,49.6746
t2dal_E.mtx,43.743
qiulp.mtx,57.5535
MISKnowledgeMap.mtx,65.9662
adder_dcop_22.mtx,182.801
small_A_07.mtx,40.3203
extr1b_A_36.mtx,44.7483
ch8-8-b1.mtx,35.0554
ex36.mtx,86.0719
adder_dcop_64.mtx,184.903
dataset12mfeatfactors_10NN.mtx,50.2024
reorientation_2.mtx,131.684
plddb_A_08.mtx,57.3844
nnc1374.mtx,50.4977
lp_nug07.mtx,34.2558
small_A_03.mtx,40.1191
meg1.mtx,106.238
extr1b_A_28.mtx,47.1672
small_A_17.mtx,36.7981
small_A_14.mtx,37.3125
plat1919.mtx,42.4155
lp_stocfor2.mtx,47.7516
cryg2500.mtx,38.9548
G41.mtx,45.7043
adder_dcop_23.mtx,198.507
lp_agg3.mtx,49.5964
lp_maros_r7.mtx,146.231
cavity12.mtx,91.0947
IG5-12.mtx,87.1295
cavity10.mtx,93.4257
rosen10.mtx,465.064
mk9-b2.mtx,37.6157
bcsstk12.mtx,49.3771
scrs8-2c_A_4.mtx,39.5349
spaceStation_13.mtx,63.7723
ex8.mtx,258.748
well1033.mtx,36.1488
scrs8-2c_A_5.mtx,43.2002
lung1.mtx,39.9953
lp_pds_02.mtx,67.708
pde900.mtx,32.675
dw1024.mtx,39.1633
heart2.mtx,701.286
n2c6-b4.mtx,52.372
extr1b_A_25.mtx,60.5184
nemspmm2.mtx,150.012
adder_dcop_67.mtx,172.615
extr1b_A_39.mtx,43.3145
adder_dcop_32.mtx,174.107
dw256B.mtx,32.1092
small_A_12.mtx,36.6564
extr1b_A_09.mtx,43.3619
adder_dcop_18.mtx,172.592
mk12-b1.mtx,31.4188
scagr7-2c_A_1.mtx,34.7785
plddb_A_09.mtx,45.0851
rail_1357_B.mtx,31.109
Chem97ZtZ.mtx,43.7864
M20PI_n1.mtx,33.8221
ex29.mtx,45.1879
G39.mtx,39.4191
cdde2.mtx,33.7846
small_A_11.mtx,38.3956
rdist3a.mtx,88.4366
adder_dcop_35.mtx,171.698
lp_greenbeb.mtx,90.8759
adder_dcop_26.mtx,172.037
S40PI_n.mtx,33.9743
extr1b_A_13.mtx,41.7554
adder_dcop_15.mtx,171.94
model5.mtx,118.144
G33.mtx,40.4782
f855_mat9_I.mtx,198.787
small_A_02.mtx,35.4903
tols1090.mtx,41.1237
illc1850.mtx,39.8744
tols2000.mtx,40.7281
lpi_greenbea.mtx,92.4839
reorientation_7.mtx,214.296
CollegeMsg.mtx,90.4035
M40PI_n1_E.mtx,31.7732
lp_80bau3b.mtx,64.0572
p6000.mtx,614.42
plddb_A_11.mtx,46.8804
ch7-9-b1.mtx,31.2006
bp_200.mtx,61.2185
nasa2146.mtx,51.5817
rdb800l.mtx,32.5734
adder_dcop_30.mtx,177.267
cdde3.mtx,31.5061
QRpivot.mtx,35.1544
extr1b_A_20.mtx,41.4826
YaleB_10NN.mtx,50.9657
bwm2000.mtx,33.7415
M40PI_n_E.mtx,32.182
S40PI_n_E.mtx,29.8789
reorientation_6.mtx,216.769
nos7.mtx,31.6254
sherman4.mtx,35.7789
extr1b_A_19.mtx,42.32
extr1b_A_23.mtx,41.791
piston_B.mtx,30.0961
bcsstk13.mtx,63.3245
lp_d2q06c.mtx,73.8577
GL6_D_6.mtx,31.7628
ex20.mtx,157.008
plddb_A_07.mtx,42.4708
ex26.mtx,252.673
extr1b_A_41.mtx,41.4088
extr1b_A_18.mtx,47.6351
dataset22mfeatzernike_10NN.mtx,46.0054
adder_dcop_66.mtx,172.319
extr1b_A_21.mtx,50.654
adder_dcop_63.mtx,169.581
G11.mtx,30.6548
adder_dcop_36.mtx,169.713
lp_cre_c.mtx,70.2332
nemscem.mtx,44.364
nos6.mtx,30.009
extr1b_A_43.mtx,45.2203
adder_dcop_37.mtx,172.588
adder_dcop_68.mtx,170.86
circuit_1.mtx,301.898
small_A_10.mtx,35.051
lns_511.mtx,31.5812
fs_680_2.mtx,38.4498
TSOPF_FS_b9_c1_b.mtx,36.3543
progas.mtx,37.4478
adder_dcop_08.mtx,169.074
heart3.mtx,680.874
lp_sctap3.mtx,39.5481
adder_dcop_31.mtx,170.465
n4c6-b2.mtx,31.4918
adder_dcop_13.mtx,170.395
qh768.mtx,33.7123
dwa512.mtx,33.4765
reorientation_8.mtx,217.707
orani678_b.mtx,30.5184
lp_shell.mtx,58.4629
extr1b_A_14.mtx,44.472
jendrec1.mtx,91.9045
tub1000.mtx,34.5006
freeFlyingRobot_4.mtx,82.2166
adder_dcop_38.mtx,169.176
add20.mtx,116.586
plddb_A_04.mtx,43.5219
adder_trans_01.mtx,172.187
ch7-8-b1.mtx,32.1359
scrs8-2c_A_2.mtx,31.9307
ch5-5-b3.mtx,30.3038
fxm3_6.mtx,122.842
nos2.mtx,31.4438
adder_dcop_49.mtx,174.977
G42.mtx,35.888
spaceShuttleEntry_2.mtx,107.531
extr1b_A_40.mtx,53.1823
olm2000.mtx,33.6867
rdb2048.mtx,42.2266
M20PI_n1_E.mtx,30.4246
n3c6-b4.mtx,41.9698
adder_dcop_01.mtx,170.344
ck656.mtx,38.6136
spiral_E.mtx,1010.88
TSOPF_FS_b9_c1.mtx,35.7008
small_A_06.mtx,39.5508
lp_bnl2.mtx,62.3507
bp_400.mtx,63.797
G32.mtx,33.2692
comsol.mtx,120.214
nemspmm1.mtx,143.036
nnc666.mtx,36.8881
adder_dcop_61.mtx,171.255
adder_dcop_53.mtx,171.787
rajat12.mtx,164.493
ex3.mtx,57.4736
TF14.mtx,60.3792
extr1b_A_38.mtx,43.6158
rajat19.mtx,99.218
polblogs.mtx,88.947
filter2D.mtx,35.9134
young3c.mtx,34.4409
adder_dcop_04.mtx,175.732
adder_dcop_52.mtx,169.811
plddb_A_05.mtx,41.9315
rdb2048_noL.mtx,36.6798
adder_dcop_20.mtx,168.471
G29.mtx,47.8839
small_A_09.mtx,39.4352
nasa2910.mtx,125.104
bp_1400.mtx,65.2038
adder_dcop_06.mtx,172.154
lhr01.mtx,53.544
M20PI_n.mtx,33.0922
spaceStation_14.mtx,57.7348
plantsmargin_12NN.mtx,45.3695
ch6-6-b5.mtx,32.1924
lp_pilot87.mtx,136.46
cavity13.mtx,119.264
bp_1000.mtx,71.1989
spaceStation_12.mtx,52.2298
plddb_A_13.mtx,52.0332
yeast_30NN.mtx,53.9832
extr1.mtx,48.2719
G13.mtx,32.8693
1138_bus.mtx,33.6417
netscience.mtx,37.6532
Maragal_2.mtx,46.4406
extr1b_A_33.mtx,46.3729
spiral.mtx,38.4873
extr1b_A_11.mtx,42.6399
fs_541_2.mtx,33.3434
adder_dcop_62.mtx,173.185
