matrix,target,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr,adaptive-rt
dynamicsoaringproblem_3,2,32022,2871,2871,1,r,1,0,11.153605,2,1076,18787,13235,58.669,30813,1209,96.224,26399,5623,82.44,26.409632,29.243809,32.498878,31.254816,28.428576,28.48336,30.175936,0.903085,0.812632,0.844978,0.928982,0.927195,0.875188,0,4.38423e-08,6.92199e-13,6.68885e-12,8.92583e-12,8.92583e-12,8.92583e-12,15.784896,1.673095,5.89139e-06,44.4536
bp_0,3,3276,822,822,0,r,1,0,3.985401,1,266,850,2426,25.946,594,2682,18.132,539,2737,16.453,7.313248,8.99776,8.576064,8.405856,8.768544,7.602944,8.528064,0.812785,0.852751,0.870018,0.834032,0.961897,0.857551,0,3.12031e-08,6.63982e-10,3.68655e-10,8.04092e-10,8.04092e-10,8.04092e-10,6.787104,1.077521,6.12364e-06,63.5817
adder_trans_02,3,14579,1814,1814,0,r,1,0,8.036935,1,1335,14559,20,99.863,2722,11857,18.671,273,14306,1.873,22.78096,25.751488,27.252705,26.399584,24.196159,22.815489,25.059711,0.884646,0.835916,0.862929,0.941511,0.998487,0.909067,0,2.82356e-08,9.86795e-09,1.06976e-10,1.45006e-08,1.45006e-08,1.45006e-08,15.365664,1.482589,6.62912e-06,186.302
m40pi_n1,3,5007,2028,2028,0,r,1,1,2.468935,0,8,963,4044,19.233,936,4071,18.694,30,4977,0.599,5.184576,5.371104,6.952832,6.333216,5.274336,5.191904,5.394336,0.965272,0.745678,0.818632,0.982982,0.998589,0.961115,0,2.64332e-08,2.94594e-09,6.15806e-11,2.63732e-09,2.63732e-09,2.63732e-09,4.968064,1.043581,5.72298e-06,67.3552
extr1b_a_08,3,9053,2836,2836,0,r,1,0,3.192172,1,10,3507,5546,38.739,8564,489,94.598,8397,656,92.754,7.131584,8.421792,10.706496,8.570048,8.27616,8.022912,9.012672,0.846801,0.666099,0.832152,0.861702,0.888902,0.791284,0,4.83556e-08,2.13141e-12,6.06873e-11,9.42934e-09,9.42934e-09,9.42934e-09,6.314272,1.129439,7.30186e-06,49.7525
dataset16mfeatkarhunen_10nn,3,27668,2000,2000,1,r,1,0,13.834,10,39,27656,12,99.957,0,27668,0.0,0,27668,0.0,20.303871,23.059263,23.837248,21.135391,20.309313,20.186049,20.680479,0.880508,0.851771,0.960657,0.999732,1.005837,0.981789,0,4.28007e-08,4.16335e-08,0.0,0.0,0.0,0.0,12.583776,1.613496,8.2745e-06,49.0881
dw256a,3,2480,512,512,0,r,1,0,4.84375,3,7,2408,72,97.097,520,1960,20.968,128,2352,5.161,3.793856,3.874144,5.042016,4.333408,3.838432,3.82144,4.25344,0.979276,0.752448,0.87549,0.988387,0.992782,0.89195,0,4.75651e-08,3.59586e-08,2.73718e-10,1.11136e-09,1.11136e-09,1.11136e-09,3.84816,0.985888,6.46049e-06,34.5729
gams60am,3,2607,714,1071,0,r,1,0,3.651261,1,120,480,2127,18.412,480,2127,18.412,483,2124,18.527,5.100288,5.747808,6.938176,5.878144,5.797824,5.56928,5.949248,0.887345,0.735105,0.86767,0.87969,0.915789,0.8573,0,2.44664e-08,1.25434e-09,1.25434e-09,1.25766e-09,1.25766e-09,1.25766e-09,4.065824,1.254429,5.45193e-06,48.1091
bcsstm23,3,3134,3134,3134,1,r,1,0,1.0,1,1,3,3131,0.096,1398,1736,44.608,3134,0,100.0,3.795424,4.010944,4.567616,4.808096,4.264352,4.106656,4.265376,0.946267,0.830942,0.789382,0.890035,0.924213,0.889822,0,4.54018e-08,2.28904e-17,2.36637e-10,4.54018e-08,4.54018e-08,4.54018e-08,4.193408,0.905093,3.66894e-06,36.1931
adder_dcop_41,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7854,3392,69.838,3301,7945,29.353,19.387648,22.981184,23.487104,23.21376,22.491552,19.672735,23.6056,0.843631,0.825459,0.835179,0.861997,0.985508,0.821316,0,3.68685e-08,2.37877e-09,7.08135e-12,3.63889e-08,3.63889e-08,3.63889e-08,15.528576,1.248514,3.03841e-06,180.81
adder_dcop_28,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7825,3421,69.58,3291,7955,29.264,19.416256,22.96192,23.496063,23.208832,22.49136,19.70624,23.614464,0.845585,0.826362,0.836589,0.863276,0.985285,0.822219,0,2.72296e-08,2.85429e-09,1.93356e-11,2.56568e-08,2.56568e-08,2.56568e-08,15.537472,1.249641,4.08197e-06,181.075
spacestation_11,3,18954,1364,1364,1,r,1,0,13.895894,1,178,12430,6524,65.58,9976,8978,52.633,1190,17764,6.278,15.444544,17.589279,18.743521,17.521984,15.00752,14.978496,16.364767,0.878066,0.823994,0.881438,1.02912,1.031114,0.943768,0,4.39834e-08,9.0708e-10,2.12085e-10,5.49873e-10,5.49873e-10,5.49873e-10,9.0752,1.701841,7.28029e-06,59.8422
bcsstk14,3,63454,1806,1806,1,r,1,0,35.135105,1,48,6906,56548,10.883,51339,12115,80.907,15790,47664,24.884,40.938526,46.911137,47.058208,48.014751,42.667358,42.425663,43.492161,0.872682,0.869955,0.852624,0.959481,0.964947,0.941285,0,4.22848e-08,2.11077e-14,1.18182e-10,8.33962e-11,8.33962e-11,8.33962e-11,23.153889,1.768106,9.07605e-06,60.4719
bp_800,3,4534,822,822,0,r,1,0,5.515815,1,304,1673,2861,36.899,1258,3276,27.746,573,3961,12.638,6.25568,7.732032,7.802752,7.376928,7.015168,6.539584,6.929312,0.80906,0.801727,0.848006,0.891736,0.956587,0.902785,0,4.16491e-08,5.64855e-10,2.1657e-10,3.83009e-10,3.83009e-10,3.83009e-10,5.34624,1.170108,6.75187e-06,71.8031
adder_dcop_50,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7865,3381,69.936,3306,7940,29.397,19.385887,22.989599,23.455616,23.205984,22.427584,19.676992,23.614847,0.843246,0.826492,0.835383,0.864377,0.985206,0.820919,0,2.77368e-08,7.8694e-09,5.73518e-12,2.66345e-08,2.66345e-08,2.66345e-08,15.544928,1.247088,6.40968e-06,183.45
model6,3,27628,2096,5289,0,r,1,2,13.181298,0,274,12610,15018,45.642,7982,19646,28.891,1996,25632,7.225,21.414688,24.733025,26.161377,24.938721,21.825825,21.81568,22.868864,0.865834,0.818561,0.858692,0.981163,0.981619,0.936412,0,5.6191e-08,9.33832e-10,2.23333e-10,2.129e-10,2.129e-10,2.129e-10,12.831072,1.668971,6.5987e-06,91.2223
extr1b_a_37,3,11405,2836,2836,0,r,1,0,4.021509,1,10,10699,706,93.81,10387,1018,91.074,10244,1161,89.82,12.770336,14.498944,16.502848,15.233952,14.686496,14.64416,15.327904,0.880777,0.773826,0.838281,0.869529,0.872043,0.833143,0,6.31102e-08,1.19104e-10,9.95856e-12,2.9284e-09,2.9284e-09,2.9284e-09,8.543936,1.494667,1.10003e-05,47.0673
bcsstk23,3,45178,3134,3134,1,r,1,0,14.415444,2,31,1824,43354,4.037,41945,3233,92.844,35788,9390,79.216,30.722048,35.118816,34.649506,38.129761,34.081665,34.052673,38.145058,0.874803,0.886652,0.805724,0.901424,0.902192,0.8054,0,3.8426e-08,1.74879e-15,8.31364e-11,1.33499e-10,1.33499e-10,1.33499e-10,17.609407,1.744638,6.28617e-06,54.3536
small_a_05,3,3283,717,1440,0,r,1,0,4.578801,2,21,1351,1932,41.151,2729,554,83.125,2081,1202,63.387,4.799488,5.29136,6.408544,5.605632,5.062272,4.961184,5.4448,0.907042,0.74892,0.85619,0.94809,0.967408,0.881481,0,3.61868e-08,3.95005e-11,1.70367e-10,3.38003e-08,3.38003e-08,3.38003e-08,4.401376,1.090452,6.98483e-06,40.3477
bcsstm26,4,1922,1922,1922,1,r,1,0,1.0,1,1,1910,12,99.376,985,937,51.249,1922,0,100.0,3.15952,3.28832,3.817696,3.796192,3.298656,3.299264,3.292928,0.960831,0.827599,0.832287,0.95782,0.957644,0.959486,0,4.44587e-08,4.02928e-08,2.96339e-10,4.44587e-08,4.44587e-08,4.44587e-08,3.693824,0.855352,3.45919e-06,38.2585
small_a_13,3,3309,706,1429,0,r,1,0,4.686969,1,19,1448,1861,43.759,2821,488,85.252,2245,1064,67.845,4.78512,5.156384,6.337056,5.662432,5.0352,4.888768,5.485344,0.927999,0.755101,0.845064,0.950334,0.978799,0.872346,0,4.4988e-08,4.13414e-11,1.45788e-10,4.3695e-08,4.3695e-08,4.3695e-08,4.838912,0.988883,6.86379e-06,37.7112
small_a_16,3,3243,683,1406,0,r,1,0,4.74817,1,20,1465,1778,45.174,2773,470,85.507,2226,1017,68.64,4.536736,5.121792,5.868608,5.462784,4.954976,4.884064,5.354592,0.885771,0.773051,0.830481,0.915592,0.928885,0.847261,0,3.52012e-08,5.19258e-11,1.68312e-10,3.44061e-08,3.44061e-08,3.44061e-08,4.40496,1.029915,7.14428e-06,42.356
extr1b_a_07,3,11405,2836,2836,0,r,1,0,4.021509,1,10,10756,649,94.31,10381,1024,91.021,10244,1161,89.82,12.77536,14.520992,16.323936,15.231488,14.698464,14.643008,15.336224,0.879786,0.782615,0.838747,0.869163,0.872455,0.833019,0,4.14478e-08,3.53313e-10,2.23745e-11,9.78089e-09,9.78089e-09,9.78089e-09,9.39648,1.35959,8.34973e-06,47.7583
adder_dcop_54,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7866,3380,69.945,3310,7936,29.433,19.388063,22.97744,23.482143,23.198591,22.397345,19.662464,23.595264,0.843787,0.825651,0.835743,0.865641,0.986044,0.821693,0,3.5838e-08,3.21683e-09,7.95089e-12,3.50076e-08,3.50076e-08,3.50076e-08,15.532384,1.248235,7.17955e-06,187.287
adder_dcop_40,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7855,3391,69.847,3294,7952,29.29,19.401472,22.960032,23.896288,22.985792,22.37616,19.692736,23.620224,0.845011,0.811903,0.844064,0.86706,0.98521,0.821392,0,1.99902e-08,2.07665e-09,6.97319e-12,1.97908e-08,1.97908e-08,1.97908e-08,15.52528,1.24967,9.12574e-06,180.871
adder_dcop_46,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7858,3388,69.874,3305,7941,29.388,19.404928,22.980352,23.45808,23.176512,22.479712,19.655392,23.600033,0.844414,0.827217,0.837267,0.86322,0.987257,0.822242,0,1.98951e-08,1.75052e-09,5.36932e-12,1.97902e-08,1.97902e-08,1.97902e-08,15.526304,1.24981,3.80565e-06,182.517
adder_dcop_60,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7876,3370,70.034,3340,7906,29.699,19.391617,22.990591,23.504992,23.194817,22.468,19.692225,23.587488,0.843459,0.825,0.836032,0.863077,0.984735,0.822115,0,2.8248e-08,2.16655e-09,3.50603e-12,2.77363e-08,2.77363e-08,2.77363e-08,15.523648,1.249166,1.4853e-05,181.922
reorientation_3,3,32166,2513,2513,1,r,1,0,12.799841,1,2360,24157,8009,75.101,32160,6,99.981,32166,0,100.0,28.722591,35.016129,36.320766,35.708927,34.594433,34.335522,35.032578,0.820267,0.790804,0.804353,0.830266,0.836527,0.819882,0,7.25482e-08,3.6665e-15,7.29829e-13,7.25482e-08,7.25482e-08,7.25482e-08,18.214848,1.576878,1.52516e-06,193.999
piston,3,100015,2025,2025,0,r,1,0,49.390123,4,63,1000,99015,1.0,7600,92415,7.599,3676,96339,3.675,54.913696,61.085888,58.231262,58.315842,56.272961,55.58979,56.241535,0.898959,0.943028,0.94166,0.975845,0.987838,0.97639,0,3.78908e-08,4.05827e-11,3.47659e-10,2.91789e-10,2.91789e-10,2.91789e-10,27.735617,1.979898,8.3483e-06,102.636
ts_b,3,140,2142,1,0,r,1,2002,0.065359,0,1,138,2,98.571,6,134,4.286,140,0,100.0,3.24736,3.292704,4.261568,3.272864,2.2568,2.220992,3.332512,0.986229,0.762011,0.992207,1.438922,1.462121,0.974448,0,3.14318e-08,3.14084e-08,3.72499e-10,3.14318e-08,3.14318e-08,3.14318e-08,3.896768,0.833347,3.73464e-06,33.8587
extr1b_a_17,3,11404,2836,2836,0,r,1,0,4.021157,1,10,10624,780,93.16,10390,1014,91.108,10257,1147,89.942,12.76448,14.50688,16.478752,15.25152,14.278144,14.199616,15.350816,0.879891,0.774602,0.836932,0.893987,0.898931,0.831518,0,2.67176e-08,1.10252e-10,1.45798e-11,8.80096e-09,8.80096e-09,8.80096e-09,8.549568,1.492997,5.57667e-06,54.1788
adder_dcop_56,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7869,3377,69.972,3318,7928,29.504,19.405249,22.957632,24.258177,23.189152,22.470753,19.681185,23.612032,0.845264,0.799947,0.836824,0.863578,0.98598,0.821837,0,2.2181e-08,2.07903e-09,5.28053e-12,2.20225e-08,2.20225e-08,2.20225e-08,15.5576,1.247316,3.8796e-06,179.318
adder_dcop_07,3,11226,1813,1813,0,r,1,0,6.191947,1,1310,11204,22,99.804,7000,4226,62.355,2566,8660,22.858,19.407904,22.960863,24.494848,23.13184,22.336832,19.618784,23.542561,0.84526,0.792326,0.839013,0.868874,0.989251,0.824375,0,1.99932e-08,1.9594e-09,2.7711e-11,1.08241e-08,1.08241e-08,1.08241e-08,14.67648,1.322381,1.96936e-05,238.222
scagr7-2c_a_2,1,2285,623,887,0,r,1,0,3.667737,1,10,551,1734,24.114,0,2285,0.0,1,2284,0.044,3.24816,3.659616,4.924512,3.268512,3.301856,3.278816,3.280512,0.887569,0.65959,0.993773,0.983738,0.99065,0.990138,0,3.88349e-08,4.31148e-09,0.0,2.57621e-12,2.57621e-12,2.57621e-12,3.52912,0.920388,6.75187e-06,35.0869
cavity11,3,76367,2597,2597,0,r,1,0,29.405853,1,62,71125,5242,93.136,35888,40479,46.994,8341,68026,10.922,56.645248,64.519264,68.683136,63.975842,57.875713,57.625408,60.922112,0.877959,0.824733,0.885416,0.97874,0.982991,0.929798,0,4.53705e-08,9.70962e-09,3.60709e-10,1.41668e-09,1.41668e-09,1.41668e-09,31.02928,1.825542,8.79292e-06,142.317
scrs8-2b,2,7367,1820,3499,0,r,1,0,4.047802,1,15,2059,5308,27.949,774,6593,10.506,12,7355,0.163,8.796608,9.807008,10.483552,9.76048,8.769024,8.810336,8.92448,0.896972,0.839087,0.901247,1.003146,0.998442,0.985672,0,3.53462e-08,1.87162e-09,2.38296e-10,6.09614e-11,6.09614e-11,6.09614e-11,6.998048,1.257009,8.85697e-06,43.3921
c-18,4,15145,2169,2169,1,r,1,0,6.98248,2,170,9181,5964,60.621,14813,332,97.808,15007,138,99.089,12.249152,14.223968,15.038816,14.93264,15.11552,15.009152,14.454272,0.861163,0.814502,0.820294,0.810369,0.816112,0.847442,0,4.47454e-08,1.79494e-12,1.20482e-11,4.47454e-08,4.47454e-08,4.47454e-08,9.284192,1.319356,1.94403e-06,56.525
wang2,2,19093,2903,2903,0,r,1,0,6.576989,4,7,19061,32,99.832,3908,15185,20.468,0,19093,0.0,12.14272,13.143008,13.700736,15.199008,11.998144,12.038464,12.428896,0.923892,0.886282,0.798915,1.01205,1.00866,0.976975,0,4.83708e-08,3.9256e-08,5.45479e-10,0.0,0.0,0.0,9.145376,1.327744,7.44152e-06,46.7189
plantstexture_10nn,3,21204,1599,1599,1,r,1,0,13.260788,10,36,21204,0,100.0,24,21180,0.113,0,21204,0.0,16.370144,18.418976,19.050753,16.986944,16.323168,16.278976,16.642591,0.888765,0.859291,0.96369,1.002878,1.0056,0.983629,0,4.6566e-08,4.6566e-08,8.6044e-11,0.0,0.0,0.0,10.24608,1.597698,8.06075e-06,45.3304
reorientation_5,3,35590,2904,2904,1,r,1,0,12.25551,1,2728,27540,8050,77.381,35263,327,99.081,35590,0,100.0,32.668159,39.391487,40.578655,40.625278,38.834751,38.632641,39.4464,0.82932,0.805058,0.804134,0.841209,0.84561,0.828166,0,3.84389e-08,3.35917e-14,3.9708e-12,3.84389e-08,3.84389e-08,3.84389e-08,20.517759,1.592189,2.29885e-06,221.541
freeflyingrobot_3,2,12922,1718,1718,1,r,1,0,7.521537,1,345,6005,6917,46.471,12564,358,97.23,12858,64,99.505,11.375744,13.527872,14.56576,14.178304,13.593472,13.609184,13.716064,0.840912,0.780992,0.802335,0.836853,0.835887,0.829374,0,3.39376e-08,1.55154e-14,1.84038e-11,3.36873e-08,3.36873e-08,3.36873e-08,8.183456,1.39009,5.91551e-06,72.0336
extr1b_a_06,3,10966,2836,2836,0,r,1,0,3.866714,1,9,3791,7175,34.57,10281,685,93.753,9777,1189,89.157,7.420544,8.896128,9.508608,9.502528,8.897984,8.850272,9.956512,0.834132,0.780403,0.780902,0.833958,0.838454,0.745296,0,4.80386e-08,2.18329e-13,1.27224e-11,1.06993e-09,1.06993e-09,1.06993e-09,6.25296,1.186725,5.4225e-06,52.7254
extr1b_a_03,3,10965,2836,2836,0,r,1,0,3.866361,1,9,3771,7194,34.391,10280,685,93.753,9776,1189,89.156,7.434816,8.929984,10.130752,9.497088,8.904768,8.757888,9.991104,0.832568,0.733886,0.782852,0.834925,0.848928,0.744144,0,3.57115e-08,2.0077e-13,1.39137e-11,1.14227e-09,1.14227e-09,1.14227e-09,6.378624,1.165583,6.41645e-06,48.6518
lp_pilot,3,44375,1441,4860,0,r,1,0,30.794587,1,264,33741,10634,76.036,23430,20945,52.8,6033,38342,13.595,32.510559,37.121407,39.495201,37.82291,33.329727,33.125824,33.853729,0.87579,0.823152,0.859547,0.975422,0.981426,0.960324,0,3.99738e-08,2.53536e-09,1.60949e-10,2.41116e-10,2.41116e-10,2.41116e-10,18.065088,1.799635,1.08743e-05,97.3792
well1850,2,8758,1850,712,0,r,1,0,4.734054,3,5,8751,7,99.92,859,7899,9.808,0,8758,0.0,8.396928,9.2496,9.52192,10.105088,8.415488,8.473056,8.652032,0.907815,0.881852,0.83096,0.997794,0.991015,0.970515,0,4.00846e-08,3.9935e-08,4.78933e-10,0.0,0.0,0.0,6.979936,1.203009,7.22078e-06,43.1389
qh882,1,3354,882,882,0,r,1,0,3.802721,1,12,122,3232,3.637,3240,114,96.601,3330,24,99.284,3.366688,3.845184,4.750112,3.822912,3.897728,3.844672,3.852192,0.87556,0.70876,0.880661,0.863757,0.875676,0.873967,0,6.08416e-08,1.2333799999999999e-20,1.5264e-11,6.07175e-08,6.07175e-08,6.07175e-08,3.75488,0.896617,3.76828e-06,41.5584
m20pi_n_e,4,1063,1182,1182,1,r,1,119,0.899323,0,1,1063,0,100.0,601,462,56.538,1063,0,100.0,2.607392,2.774656,2.780416,2.7816,2.78032,2.774752,2.756192,0.939717,0.93777,0.937371,0.937803,0.939685,0.946013,0,3.43087e-08,3.43087e-08,1.87286e-10,3.43087e-08,3.43087e-08,3.43087e-08,3.2296,0.807342,3.73695e-06,33.4002
dwb512,3,2500,512,512,0,r,1,0,4.882812,3,8,2500,0,100.0,1092,1408,43.68,536,1964,21.44,3.798112,3.869824,4.773056,4.336864,3.853088,3.824384,4.311744,0.981469,0.79574,0.875774,0.985732,0.99313,0.880876,0,4.06991e-08,4.06991e-08,4.44914e-10,1.76458e-08,1.76458e-08,1.76458e-08,3.780544,1.004647,7.2387e-06,39.4646
adder_dcop_65,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7876,3370,70.034,3340,7906,29.699,19.416992,22.967009,23.48608,23.193249,22.455423,19.694784,23.598656,0.84543,0.826745,0.837183,0.864691,0.985895,0.822801,0,3.25149e-08,1.02694e-08,6.88035e-12,2.69695e-08,2.69695e-08,2.69695e-08,15.542912,1.249251,2.2431e-06,183.511
plddb_a_03,3,10764,3069,5049,0,r,1,0,3.507331,1,9,2475,8289,22.993,2475,8289,22.993,1107,9657,10.284,7.8808,9.8296,10.975744,10.975968,7.875744,7.850752,9.588704,0.801742,0.71802,0.718005,1.000642,1.003827,0.821884,0,4.20609e-08,9.42992e-11,9.42992e-11,3.19087e-10,3.19087e-10,3.19087e-10,6.750464,1.167446,6.32923e-06,51.169
plddb_a_01,3,10762,3069,5049,0,r,1,0,3.50668,1,9,2475,8287,22.998,2475,8287,22.998,1107,9655,10.286,7.87328,9.810816,11.93184,10.942048,7.8688,7.859424,9.524864,0.80251,0.659855,0.719544,1.000569,1.001763,0.826603,0,3.88469e-08,1.05145e-10,1.05145e-10,3.16837e-10,3.16837e-10,3.16837e-10,6.722048,1.171262,6.41551e-06,52.5543
adder_dcop_29,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7845,3401,69.758,3275,7971,29.121,19.403233,22.980896,23.465696,23.209633,22.503489,19.684256,23.625536,0.84432,0.826876,0.835999,0.862232,0.985723,0.821282,0,2.61322e-08,1.72009e-09,1.1343e-11,2.16336e-08,2.16336e-08,2.16336e-08,15.518304,1.250345,2.6848e-06,179.227
adder_dcop_43,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7855,3391,69.847,3305,7941,29.388,19.407232,22.982113,24.242785,23.210367,22.484447,19.703392,23.622561,0.844449,0.800536,0.836145,0.86314,0.984969,0.821555,0,3.01789e-08,1.76919e-09,3.73222e-12,2.89558e-08,2.89558e-08,2.89558e-08,15.565856,1.246782,4.19113e-06,181.95
plddb_a_06,2,10767,3069,5049,0,r,1,0,3.508309,1,9,2475,8292,22.987,2475,8292,22.987,1107,9660,10.281,7.887232,9.764224,10.962336,10.924992,7.855104,7.866784,9.532416,0.807768,0.719485,0.721944,1.00409,1.002599,0.827412,0,3.86218e-08,9.09659e-11,9.09659e-11,2.89085e-10,2.89085e-10,2.89085e-10,6.740832,1.170068,7.21255e-06,51.3028
ex13,2,75628,2568,2568,1,r,1,0,29.450156,10,50,229,75399,0.303,23857,51771,31.545,2333,73295,3.085,53.367809,59.53651,55.741985,62.940098,53.680031,53.999233,55.253922,0.896388,0.957408,0.847914,0.994184,0.988307,0.965865,0,3.36093e-08,5.20406e-15,2.9144e-10,4.40637e-11,4.40637e-11,4.40637e-11,29.058657,1.836555,9.46599e-06,65.4344
bp_600,3,4172,822,822,0,r,1,0,5.075426,1,302,1322,2850,31.687,1003,3169,24.041,516,3656,12.368,6.170336,7.551584,7.426144,7.200576,7.350464,6.832128,6.936736,0.817092,0.830894,0.856923,0.839448,0.903135,0.889516,0,4.82264e-08,7.05964e-10,4.31858e-10,5.50615e-10,5.50615e-10,5.50615e-10,5.529472,1.1159,1.0891e-05,68.4213
s20pi_n1_e,3,1028,1028,1028,1,r,1,0,1.0,1,1,1028,0,100.0,612,416,59.533,1028,0,100.0,2.377664,2.68464,3.784768,2.777056,2.7776,2.741664,2.764,0.885655,0.628219,0.856182,0.856014,0.867234,0.860226,0,2.82612e-08,2.82612e-08,2.09911e-10,2.82612e-08,2.82612e-08,2.82612e-08,2.280768,1.042484,3.66171e-06,44.4476
msc01440,3,46270,1440,1440,1,r,1,0,32.131944,12,45,10488,35782,22.667,31572,14698,68.234,0,46270,0.0,31.734337,35.690849,36.718689,37.259106,31.984896,31.825888,32.492897,0.889145,0.864256,0.85172,0.992166,0.997123,0.976655,0,4.4336e-08,2.17865e-14,3.36031e-10,0.0,0.0,0.0,18.00992,1.762048,9.04516e-06,66.387
extr1b_a_44,3,9052,2836,2836,0,r,1,0,3.191819,1,10,3512,5540,38.798,8563,489,94.598,8396,656,92.753,7.160544,8.400512,10.585216,8.58096,8.286528,8.007936,9.008896,0.852394,0.676467,0.834469,0.864119,0.894181,0.79483,0,4.68762e-08,2.00871e-12,7.76455e-11,1.24666e-09,1.24666e-09,1.24666e-09,5.353056,1.337655,6.68979e-06,46.6986
adder_dcop_34,3,11246,1813,1813,0,r,1,0,6.202978,1,1310,11228,18,99.84,7809,3437,69.438,3249,7997,28.89,19.419231,22.999168,24.333759,23.181984,22.55088,19.684,23.623072,0.844345,0.798037,0.837686,0.86113,0.986549,0.822045,0,2.15471e-08,1.86299e-09,6.50857e-12,1.46327e-08,1.46327e-08,1.46327e-08,16.116575,1.204923,3.99737e-06,185.892
pde2961,2,14585,2961,2961,0,r,1,0,4.925701,3,5,5796,8789,39.739,889,13696,6.095,0,14585,0.0,12.34208,13.397504,16.694752,14.03648,12.2152,12.29248,12.62976,0.921222,0.739279,0.879286,1.010387,1.004035,0.977222,0,4.29011e-08,7.65815e-09,5.55076e-10,0.0,0.0,0.0,8.403808,1.46863,7.28646e-06,43.9125
extr1b_a_42,3,11405,2836,2836,0,r,1,0,4.021509,1,10,10720,685,93.994,10385,1020,91.057,10244,1161,89.82,12.777568,14.52208,16.316576,15.256224,14.699488,14.64176,15.28992,0.879872,0.783104,0.837531,0.869253,0.87268,0.835686,0,7.23427e-09,6.15438e-11,4.47898e-12,1.70266e-09,1.70266e-09,1.70266e-09,9.385472,1.36142,7.61609e-06,46.85
l30,3,52070,2701,16281,0,r,1,0,19.278045,16,32,39469,12601,75.8,14269,37801,27.403,32,52038,0.061,53.088673,57.583809,65.878052,65.859421,53.307903,53.164577,54.564449,0.921937,0.805863,0.806091,0.995887,0.998572,0.972954,0,4.1872e-08,2.50047e-08,4.95509e-10,8.20528e-12,8.20528e-12,8.20528e-12,28.376127,1.870892,9.01083e-06,67.6224
kineticbatchreactor_1,2,20600,2052,2052,1,r,1,0,10.038986,1,460,13684,6916,66.427,20216,384,98.136,20046,554,97.311,19.58032,21.557377,24.54896,22.811775,21.416288,21.45936,22.145887,0.908289,0.797603,0.858343,0.914272,0.912437,0.884152,0,3.71227e-08,9.95308e-16,7.46112e-12,3.71119e-08,3.71119e-08,3.71119e-08,12.069152,1.622344,6.28027e-06,78.0382
extr1b_a_34,3,11404,2836,2836,0,r,1,0,4.021157,1,10,10698,706,93.809,10386,1018,91.073,10243,1161,89.819,12.773504,14.505696,15.903872,15.254816,14.689472,14.665024,15.317984,0.880585,0.803169,0.837342,0.869569,0.871018,0.833889,0,1.98971e-08,9.35671e-11,7.35785e-12,6.2176e-09,6.2176e-09,6.2176e-09,9.413248,1.356971,5.48051e-06,47.0542
scrs8-2c_a_3,1,1895,476,907,0,r,1,0,3.981092,1,15,523,1372,27.599,198,1697,10.449,12,1883,0.633,3.252736,3.814848,3.879776,3.249536,3.27936,3.266368,3.272928,0.852652,0.838382,1.000985,0.991881,0.995827,0.993831,0,3.22618e-08,1.91073e-09,2.52501e-10,4.4659e-10,4.4659e-10,4.4659e-10,3.732416,0.871483,8.34967e-06,40.8191
orsreg_1,2,14133,2205,2205,0,r,1,0,6.409524,4,7,0,14133,0.0,8400,5733,59.435,0,14133,0.0,9.758912,10.55968,10.09232,12.223296,9.653184,9.753408,9.92512,0.924167,0.966964,0.798386,1.010953,1.000564,0.983254,0,4.47607e-08,0.0,2.95952e-10,0.0,0.0,0.0,7.652768,1.275213,7.34829e-06,38.2131
adder_dcop_05,3,11097,1813,1813,0,r,1,0,6.120794,1,1310,11077,20,99.82,7541,3556,67.955,3466,7631,31.234,19.415552,22.959135,23.456768,23.334593,22.541824,19.662144,23.714432,0.845657,0.827716,0.83205,0.861312,0.987459,0.818723,0,3.49641e-08,5.76426e-09,9.2274e-11,1.89192e-08,1.89192e-08,1.89192e-08,15.700256,1.236639,4.45154e-06,183.743
