matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr,adaptive-rt
random_sparse_matrix_30,584180,1500,1500,0,r,1,0,389.453333,331,450,584180,0,100,29026,555154,4.969,0,584180,0,188.365829,155.808578,156.251236,189.266663,188.646881,195.444321,188.50563,1.208957,1.205532,0.99524,0.99851,0.963783,0.999258,0,0.0000000468792,0.0000000468792,5.48178E-10,0,0,0,152.577408,1.234559,0.0000149121,109.139
random_sparse_matrix_31,845219,1500,1500,0,r,1,0,563.479333,510,632,845219,0,100,42347,802872,5.01,0,845219,0,265.072388,215.098053,215.371552,265.494965,264.795166,270.074829,264.624298,1.232333,1.230768,0.998408,1.001047,0.981478,1.001693,0,0.0000000345019,0.0000000345019,4.17303E-10,0,0,0,214.106918,1.238037,0.0000173975,70.1813
random_sparse_matrix_32,524671,1500,1500,0,r,1,0,349.780667,293,404,524671,0,100,26558,498113,5.062,0,524671,0,168.969345,139.848679,140.7146,173.555389,168.324509,172.724091,168.31514,1.20823,1.200795,0.973576,1.003831,0.978262,1.003887,0,0.0000000427732,0.0000000427732,5.04008E-10,0,0,0,135.800003,1.244251,0.0000148083,72.0061
random_sparse_matrix_33,326780,1500,1500,0,r,1,0,217.853333,175,259,326780,0,100,16368,310412,5.009,0,326780,0,110.984833,99.443329,101.118271,116.937057,110.662659,112.265091,109.920067,1.116061,1.097574,0.949099,1.002911,0.988596,1.009687,0,0.0000000469059,0.0000000469059,5.21597E-10,0,0,0,87.748924,1.2648,0.0000118909,52.8818
random_sparse_matrix_34,565541,1500,1500,0,r,1,0,377.027333,329,433,565541,0,100,28246,537295,4.995,0,565541,0,182.045029,151.253754,152.926041,182.110275,181.892166,185.405319,181.908356,1.203574,1.190412,0.999642,1.00084,0.981876,1.000751,0,0.000000046192,0.000000046192,5.4571E-10,0,0,0,147.503418,1.234175,0.0000149115,48.7114
random_sparse_matrix_35,197246,1500,1500,0,r,1,0,131.497333,99,175,197246,0,100,9858,187388,4.998,0,197246,0,79.197441,77.678589,78.941696,80.270691,80.680412,80.132156,79.469826,1.019553,1.00324,0.98663,0.981619,0.988335,0.996572,0,0.0000000420029,0.0000000420029,4.71029E-10,0,0,0,58.417599,1.355712,0.0000108816,110.345
random_sparse_matrix_36,597051,1500,1500,0,r,1,0,398.034,341,449,597051,0,100,29649,567402,4.966,0,597051,0,192.157852,157.794403,158.134247,193.85527,192.032257,198.876389,192.003647,1.217774,1.215156,0.991244,1.000654,0.966218,1.000803,0,0.0000000488019,0.0000000488019,5.25054E-10,0,0,0,155.944,1.232223,0.0000154426,54.5732
random_sparse_matrix_37,757077,1500,1500,0,r,1,0,504.718,445,586,757077,0,100,37885,719192,5.004,0,757077,0,239.740417,196.660538,196.718246,238.330399,239.479141,242.743195,239.489822,1.219057,1.218699,1.005916,1.001091,0.98763,1.001046,0,0.0000000471829,0.0000000471829,5.62699E-10,0,0,0,194.826202,1.230535,0.0000164111,76.9866
random_sparse_matrix_38,624344,1500,1500,0,r,1,0,416.229333,353,472,624344,0,100,31156,593188,4.99,0,624344,0,198.328156,161.894684,162.088287,202.521561,198.061279,205.604767,198.073502,1.225044,1.223581,0.979294,1.001347,0.964609,1.001286,0,0.0000000428181,0.0000000428181,5.08288E-10,0,0,0,160.418106,1.23632,0.0000156816,84.4349
random_sparse_matrix_39,673343,1500,1500,0,r,1,0,448.895333,381,503,673343,0,100,33771,639572,5.015,0,673343,0,213.100281,174.048355,174.600998,213.457825,212.796478,219.975449,212.866684,1.224374,1.220499,0.998325,1.001428,0.968746,1.001097,0,0.0000000482433,0.0000000482433,5.69531E-10,0,0,0,172.492798,1.235416,0.0000162535,53.9185
random_sparse_matrix_4,554602,1500,1500,0,r,1,0,369.734667,312,427,554602,0,100,27808,526794,5.014,0,554602,0,178.240036,148.331711,148.744324,179.5121,177.889633,180.686142,177.889221,1.201631,1.198298,0.992914,1.00197,0.986462,1.001972,0,0.000000046459,0.000000046459,5.43134E-10,0,0,0,145.041595,1.228889,0.0000147377,73.5703
random_sparse_matrix_40,822160,1500,1500,0,r,1,0,548.106667,494,601,822160,0,100,41240,780920,5.016,0,822160,0,258.389191,209.727173,210.859772,260.433014,257.923218,262.781982,257.823395,1.232025,1.225408,0.992152,1.001807,0.983284,1.002195,0,0.000000044987,0.000000044987,4.75341E-10,0,0,0,208.674042,1.238243,0.0000175564,61.0754
random_sparse_matrix_41,711705,1500,1500,0,r,1,0,474.47,417,528,711705,0,100,35434,676271,4.979,0,711705,0,224.620636,183.471527,183.507355,225.610977,224.410141,228.53479,224.297089,1.224281,1.224042,0.99561,1.000938,0.982873,1.001442,0,0.0000000462344,0.0000000462344,5.46214E-10,0,0,0,181.773407,1.235718,0.0000165227,55.094
random_sparse_matrix_42,457930,1500,1500,0,r,1,0,305.286667,256,364,457930,0,100,23054,434876,5.034,0,457930,0,148.037094,123.2472,123.933022,153.629349,148.198212,154.271301,148.223679,1.20114,1.194493,0.963599,0.998913,0.959589,0.998741,0,0.00000004315,0.00000004315,4.19466E-10,0,0,0,119.466301,1.239154,0.0000146692,61.1928
random_sparse_matrix_43,543800,1500,1500,0,r,1,0,362.533333,298,412,543800,0,100,27440,516360,5.046,0,543800,0,175.106308,144.985123,145.537308,176.513504,174.946457,177.706787,175.004028,1.207754,1.203171,0.992028,1.000914,0.985366,1.000584,0,0.0000000464488,0.0000000464488,5.58786E-10,0,0,0,141.927429,1.233774,0.0000145759,57.7393
random_sparse_matrix_44,830589,1500,1500,0,r,1,0,553.726,492,611,830589,0,100,41846,788743,5.038,0,830589,0,260.695831,211.504089,211.928391,261.916779,260.171387,265.239075,260.151062,1.232581,1.230113,0.995338,1.002016,0.982871,1.002094,0,0.000000051416,0.000000051416,5.92184E-10,0,0,0,210.548477,1.238175,0.0000169549,78.4008
random_sparse_matrix_45,792489,1500,1500,0,r,1,0,528.326,466,586,792489,0,100,39799,752690,5.022,0,792489,0,250.092697,204.316711,204.771515,250.220123,249.809433,259.079559,249.755966,1.224044,1.221326,0.999491,1.001134,0.965312,1.001348,0,0.0000000486787,0.0000000486787,5.77452E-10,0,0,0,202.377319,1.235774,0.0000167335,48.0228
random_sparse_matrix_46,543728,1500,1500,0,r,1,0,362.485333,298,421,543728,0,100,27243,516485,5.01,0,543728,0,174.688354,144.989273,146.851685,177.190369,174.473373,177.668839,174.509308,1.204836,1.189556,0.98588,1.001232,0.983224,1.001026,0,0.0000000416911,0.0000000416911,4.94068E-10,0,0,0,141.40979,1.235334,0.0000138667,77.5241
random_sparse_matrix_47,696048,1500,1500,0,r,1,0,464.032,408,525,696048,0,100,34644,661404,4.977,0,696048,0,219.670883,179.217499,179.121445,220.827301,219.343399,225.672958,219.262009,1.225722,1.22638,0.994763,1.001493,0.973404,1.001865,0,0.0000000469168,0.0000000469168,5.39864E-10,0,0,0,177.472549,1.237774,0.0000157113,58.0652
random_sparse_matrix_48,289017,1500,1500,0,r,1,0,192.678,152,243,289017,0,100,14424,274593,4.991,0,289017,0,102.432671,93.851746,94.934273,104.515137,103.195969,105.358177,101.89843,1.091431,1.078985,0.980075,0.992603,0.972233,1.005243,0,0.0000000417043,0.0000000417043,4.969E-10,0,0,0,79.101761,1.294948,0.0000124173,107.566
random_sparse_matrix_49,798588,1500,1500,0,r,1,0,532.392,471,591,798588,0,100,39830,758758,4.988,0,798588,0,251.639175,205.368317,205.829376,252.842499,251.290558,257.330139,251.274139,1.225307,1.222562,0.995241,1.001387,0.977885,1.001453,0,0.0000000471809,0.0000000471809,5.52036E-10,0,0,0,204.037277,1.2333,0.0000158985,80.1948
random_sparse_matrix_5,806279,1500,1500,0,r,1,0,537.519333,477,600,806279,0,100,40170,766109,4.982,0,806279,0,253.673508,206.796188,207.640289,255.431259,253.338791,259.264832,253.403366,1.226684,1.221697,0.993118,1.001321,0.978434,1.001066,0,0.0000000483746,0.0000000483746,5.78377E-10,0,0,0,204.96582,1.237638,0.0000162409,99.5909
random_sparse_matrix_50,822919,1500,1500,0,r,1,0,548.612667,495,614,822919,0,100,41280,781639,5.016,0,822919,0,258.426422,209.83046,210.236069,259.656219,258.00238,263.277832,257.788818,1.231596,1.22922,0.995264,1.001644,0.981573,1.002473,0,0.0000000414252,0.0000000414252,5.01787E-10,0,0,0,208.711746,1.238198,0.0000167268,80.0408
random_sparse_matrix_6,605867,1500,1500,0,r,1,0,403.911333,352,457,605867,0,100,30254,575613,4.994,0,605867,0,193.606491,158.806213,160.058334,196.746109,193.451431,199.381989,193.471741,1.219137,1.2096,0.984042,1.000802,0.971033,1.000696,0,0.0000000382535,0.0000000382535,4.52652E-10,0,0,0,156.757889,1.235067,0.0000151905,85.786
random_sparse_matrix_7,208600,1500,1500,0,r,1,0,139.066667,91,193,208600,0,100,10535,198065,5.05,0,208600,0,83.912766,80.114433,81.035072,86.21907,85.666046,85.587006,84.812355,1.047411,1.035512,0.973251,0.979534,0.980438,0.989393,0,0.0000000449372,0.0000000449372,5.32339E-10,0,0,0,61.377312,1.367163,0.000010914,42.4767
random_sparse_matrix_8,841487,1500,1500,0,r,1,0,560.991333,496,616,841487,0,100,42097,799390,5.003,0,841487,0,264.2547,214.311646,214.661407,264.07251,263.785004,268.977112,263.641113,1.233039,1.23103,1.00069,1.001781,0.982443,1.002327,0,0.0000000393573,0.0000000393573,4.84377E-10,0,0,0,213.427139,1.238149,0.0000169179,104.72
random_sparse_matrix_9,579843,1500,1500,0,r,1,0,386.562,337,437,579843,0,100,28961,550882,4.995,0,579843,0,187.32576,155.100098,155.913849,186.760071,187.29184,194.026016,187.206055,1.207773,1.20147,1.003029,1.000181,0.965467,1.000639,0,0.000000048902,0.000000048902,5.41174E-10,0,0,0,151.732742,1.234577,0.0000153305,110.477
